use 1800 1809,,use 1810 1819,,use 1820 1829,,use 1830 1839,,use 1840 1849,,use 1850 1859,,use 1860 1869,,use 1870 1879,,use 1880 1889,,use 1890 1899
settle,0.191,hem,0.057,arrange,0.060,overcome,0.121,wax,0.034,trust,0.164,wilt,0.132,snatch,0.015,rule,0.060,adopt,0.033
deepen,0.190,excel,0.057,advertise,0.060,hurl,0.121,connect,0.034,frighten,0.164,rustle,0.132,solve,0.015,guide,0.060,pronounce,0.033
perch,0.190,manufacture,0.057,hawk,0.060,perfume,0.121,picture,0.034,temper,0.164,overcome,0.132,mine,0.015,fade,0.060,praise,0.033
yield,0.190,stratify,0.057,survey,0.060,encircle,0.121,profess,0.034,reign,0.164,cock,0.132,fund,0.015,engrave,0.060,convict,0.033
state,0.190,beg,0.057,route,0.060,tax,0.121,divert,0.034,exclaim,0.164,hiss,0.132,endear,0.015,haunt,0.060,consign,0.033
aggregate,0.190,gild,0.056,scent,0.060,bore,0.121,draw,0.034,lend,0.164,ditto,0.132,bequeath,0.015,establish,0.060,suppress,0.033
bid,0.189,deplore,0.056,solve,0.060,fortify,0.121,lave,0.034,redeem,0.164,assign,0.132,love,0.015,writhe,0.060,burst,0.033
dedicate,0.189,dispose,0.056,engage,0.060,rout,0.121,depend,0.034,disorder,0.164,conspire,0.132,coincide,0.015,menace,0.060,inherit,0.033
relapse,0.189,suffer,0.056,throw,0.060,stream,0.121,bang,0.034,accumulate,0.164,pant,0.132,iron,0.015,consider,0.060,fade,0.033
credit,0.189,notice,0.056,brighten,0.060,remainder,0.121,confine,0.034,reject,0.164,propose,0.132,extend,0.015,till,0.060,recount,0.033
displease,0.189,save,0.056,flicker,0.060,reserve,0.121,prejudice,0.034,frequent,0.164,chime,0.132,heed,0.015,bolster,0.060,charge,0.033
mention,0.189,appropriate,0.056,invest,0.060,pledge,0.121,scar,0.034,pledge,0.164,fasten,0.132,suit,0.014,reserve,0.060,neighbor,0.033
emigrate,0.189,mortify,0.056,lead,0.060,count,0.121,host,0.034,stag,0.163,buoy,0.132,pinch,0.014,plunge,0.060,fruit,0.033
rule,0.189,entrust,0.056,work,0.060,tint,0.121,furnish,0.034,ache,0.163,wrinkle,0.132,equal,0.014,levy,0.060,moonlight,0.033
forget,0.189,arch,0.056,exclude,0.060,exclaim,0.121,endear,0.034,stable,0.163,scribe,0.131,court,0.014,falter,0.060,ditto,0.033
bush,0.189,procure,0.056,piece,0.060,reject,0.120,term,0.034,drip,0.163,dissent,0.131,resist,0.014,defile,0.060,sour,0.033
hush,0.189,upgrade,0.056,feed,0.060,resent,0.120,chronicle,0.034,fin,0.163,ally,0.131,injure,0.014,comment,0.060,carpet,0.033
crook,0.188,vent,0.056,steer,0.060,peruse,0.120,brief,0.034,decrease,0.163,loiter,0.131,obtain,0.014,circulate,0.060,indict,0.032
scorch,0.188,prevail,0.056,disorder,0.060,displease,0.120,gore,0.034,invade,0.162,patent,0.131,vex,0.014,rustle,0.060,behave,0.032
desire,0.188,result,0.056,coin,0.060,reform,0.120,register,0.034,dream,0.162,dictate,0.131,poise,0.014,halt,0.060,deplore,0.032
flesh,0.188,strive,0.056,salute,0.060,bob,0.120,pluck,0.034,premier,0.162,effect,0.131,restructure,0.014,compare,0.059,extort,0.032
ping,0.188,import,0.056,deduce,0.060,mourn,0.120,exclaim,0.034,settle,0.162,mark,0.131,remember,0.014,constitute,0.059,transmit,0.032
wink,0.188,preclude,0.056,take,0.060,widen,0.120,prolong,0.034,allege,0.162,exert,0.131,provoke,0.014,wring,0.059,dwindle,0.032
punish,0.188,guarantee,0.056,sense,0.059,shudder,0.120,highlight,0.034,eclipse,0.162,prostrate,0.131,rebuild,0.014,compliment,0.059,finance,0.032
fasten,0.188,assassinate,0.056,fold,0.059,clerk,0.120,adjourn,0.034,cripple,0.161,quell,0.131,oppose,0.014,resign,0.059,impoverish,0.032
baptize,0.187,insist,0.056,reelect,0.059,emancipate,0.120,disperse,0.034,shanghai,0.161,dwindle,0.131,desert,0.014,utter,0.059,defile,0.032
assassinate,0.187,govern,0.056,temper,0.059,depend,0.120,agree,0.033,savage,0.161,interpret,0.131,divert,0.014,redeem,0.059,lend,0.032
intersperse,0.187,cast,0.056,hand,0.059,punish,0.120,impress,0.033,haunt,0.161,flesh,0.131,ache,0.014,speculate,0.059,hew,0.032
envy,0.187,piece,0.056,seek,0.059,read,0.120,diverge,0.033,overrule,0.161,scatter,0.131,divorce,0.014,delight,0.059,embody,0.032
prove,0.187,suffice,0.056,cannon,0.059,resign,0.120,bridge,0.033,reward,0.160,scar,0.131,ruffle,0.013,date,0.059,tint,0.032
mislead,0.187,certify,0.056,rename,0.059,delay,0.120,upgrade,0.033,thank,0.160,appeal,0.131,displace,0.013,combine,0.059,emigrate,0.032
endanger,0.187,remit,0.056,attend,0.059,abhor,0.120,proportion,0.033,predominate,0.160,rule,0.130,delay,0.013,enlist,0.059,plunge,0.032
rush,0.187,shiver,0.056,skirmish,0.059,lace,0.120,survive,0.033,reek,0.160,concur,0.130,draft,0.013,reappear,0.059,snake,0.032
abuse,0.187,hum,0.056,present,0.059,attach,0.119,rail,0.033,ram,0.160,charter,0.130,denote,0.013,ripple,0.059,worship,0.032
imprison,0.187,waft,0.056,ascend,0.059,thatch,0.119,marshal,0.033,bolster,0.160,chafe,0.130,enter,0.013,apprehend,0.059,bob,0.032
consider,0.187,reproduce,0.056,utter,0.059,arouse,0.119,enumerate,0.033,distribute,0.159,hush,0.130,patent,0.013,escort,0.059,wilt,0.032
forecast,0.186,assert,0.055,lease,0.059,halt,0.119,conceive,0.033,precede,0.159,remember,0.130,affirm,0.013,recall,0.059,even,0.032
condense,0.186,ennoble,0.055,freight,0.059,absent,0.119,leap,0.033,brigade,0.159,rejoice,0.130,wilt,0.013,appreciate,0.059,prompt,0.032
manifest,0.186,compete,0.055,pack,0.059,sacrifice,0.119,parade,0.033,spur,0.159,ply,0.130,obliterate,0.013,solve,0.059,polish,0.032
character,0.186,commend,0.055,reproduce,0.059,retake,0.119,remit,0.033,dictate,0.159,convey,0.130,murder,0.013,thrive,0.059,congratulate,0.032
halt,0.186,declare,0.055,purpose,0.059,record,0.119,waver,0.033,scheme,0.159,elicit,0.130,repel,0.013,smite,0.059,linger,0.032
cap,0.186,sob,0.055,accumulate,0.059,prostrate,0.119,fascinate,0.033,draft,0.159,excel,0.130,distrust,0.013,minister,0.059,pelt,0.032
contribute,0.186,redeem,0.055,strand,0.059,thrust,0.119,revive,0.033,rule,0.159,tramp,0.130,time,0.013,laud,0.059,thrust,0.032
calculate,0.185,appoint,0.055,right,0.059,remain,0.119,apprehend,0.033,bob,0.158,imagine,0.130,conquer,0.013,behold,0.059,poison,0.032
let,0.185,report,0.055,whip,0.059,expect,0.119,contract,0.033,amuse,0.158,refine,0.129,ray,0.013,send,0.059,congregate,0.032
precede,0.185,obey,0.055,depend,0.059,attest,0.119,move,0.033,conspire,0.158,adhere,0.129,rein,0.013,reform,0.059,consult,0.032
comply,0.185,groan,0.055,twist,0.059,privilege,0.119,muster,0.033,characterize,0.158,hammer,0.129,subside,0.013,spy,0.059,debase,0.032
crave,0.185,accrue,0.055,alarm,0.059,insinuate,0.119,undertake,0.033,stoke,0.158,soothe,0.129,confine,0.012,irrigate,0.059,rhyme,0.032
rejoice,0.185,attend,0.055,thread,0.059,strain,0.119,hand,0.033,reserve,0.158,adore,0.129,divest,0.012,doom,0.059,quench,0.032
idle,0.185,resign,0.055,elbow,0.059,devote,0.119,kindle,0.033,consist,0.158,eagle,0.129,arrive,0.012,advise,0.059,constitute,0.032
exemplify,0.185,exceed,0.055,card,0.059,multiply,0.119,emigrate,0.033,profit,0.157,contract,0.129,intrude,0.012,differ,0.059,soften,0.032
inflict,0.185,refund,0.055,resemble,0.059,well,0.119,seize,0.033,decay,0.157,gild,0.129,thrill,0.012,seel,0.059,hound,0.032
sneer,0.185,attract,0.055,stir,0.059,exalt,0.119,fling,0.033,occupy,0.157,consecrate,0.129,sin,0.012,acknowledge,0.059,evacuate,0.032
time,0.185,receive,0.055,toy,0.059,sow,0.119,calculate,0.033,oppose,0.157,trigger,0.129,grudge,0.012,refresh,0.059,chafe,0.032
refrain,0.185,devise,0.055,revise,0.059,intend,0.119,export,0.033,bury,0.157,fin,0.129,tat,0.012,consecrate,0.059,listen,0.032
graduate,0.185,moor,0.055,wrinkle,0.059,spring,0.118,retain,0.033,mount,0.157,flog,0.129,overthrow,0.012,punish,0.058,deprive,0.032
muster,0.185,owe,0.055,summon,0.059,withhold,0.118,derive,0.033,blaze,0.157,dilute,0.129,buck,0.012,battle,0.058,scent,0.031
rebel,0.185,delineate,0.055,howl,0.059,diverge,0.118,infuse,0.033,flog,0.157,levy,0.129,lord,0.012,poison,0.058,heal,0.031
flow,0.184,fare,0.055,haul,0.059,anoint,0.118,forfeit,0.033,ferry,0.156,heal,0.129,collect,0.012,effect,0.058,revive,0.031
retort,0.184,tint,0.055,go,0.059,obscure,0.118,recognize,0.033,dignify,0.156,thatch,0.129,eclipse,0.012,rebuild,0.058,persecute,0.031
bequeath,0.184,rout,0.055,fry,0.059,rivet,0.118,pitch,0.033,recall,0.156,scourge,0.129,melt,0.012,fuse,0.058,overwhelm,0.031
stoke,0.184,scribe,0.055,return,0.059,yoke,0.118,espouse,0.033,abhor,0.155,hew,0.129,fail,0.011,wreathe,0.058,relate,0.031
wive,0.184,flee,0.055,fascinate,0.059,dignify,0.118,gratify,0.033,sneer,0.155,captain,0.128,dispose,0.011,justify,0.058,swallow,0.031
expense,0.184,dazzle,0.055,parallel,0.058,nourish,0.118,railroad,0.033,dismay,0.155,bind,0.128,attest,0.011,concede,0.058,bleed,0.031
battle,0.184,bet,0.055,debate,0.058,pal,0.118,dispose,0.033,din,0.155,coincide,0.128,quote,0.011,survive,0.058,invite,0.031
encircle,0.184,mitigate,0.054,clench,0.058,revolt,0.118,list,0.033,vent,0.155,contradict,0.128,resume,0.011,last,0.058,shroud,0.031
cough,0.184,confine,0.054,deck,0.058,gate,0.118,lamb,0.032,till,0.154,behave,0.128,mourn,0.011,equal,0.058,bet,0.031
scourge,0.183,conspire,0.054,graduate,0.058,sigh,0.118,port,0.032,overpower,0.154,oppose,0.128,increase,0.011,recite,0.058,bore,0.031
conflict,0.183,tack,0.054,use,0.058,compromise,0.118,elicit,0.032,auction,0.154,fowl,0.128,fell,0.011,drift,0.058,mangle,0.031
fancy,0.183,shriek,0.054,revert,0.058,wive,0.118,shun,0.032,discover,0.154,discover,0.128,lecture,0.011,extinguish,0.058,master,0.031
propose,0.183,compensate,0.054,trigger,0.058,greet,0.118,revel,0.032,infuse,0.154,count,0.128,wine,0.011,allude,0.058,predict,0.031
learn,0.183,eclipse,0.054,master,0.058,flank,0.118,boat,0.032,hail,0.154,ray,0.128,shanghai,0.011,wive,0.058,assay,0.031
glory,0.183,doubt,0.054,steam,0.058,worship,0.118,flatter,0.032,refer,0.154,slop,0.128,stoke,0.011,authorize,0.058,augment,0.031
embody,0.183,congratulate,0.054,put,0.058,assay,0.118,buck,0.032,depend,0.154,smooth,0.128,live,0.011,waft,0.058,reconcile,0.031
tan,0.183,rat,0.054,tail,0.058,gore,0.118,switch,0.032,attest,0.154,ejaculate,0.128,fathom,0.011,necessitate,0.058,designate,0.031
resent,0.183,march,0.054,steep,0.058,lecture,0.118,boom,0.032,faint,0.154,illuminate,0.128,approve,0.011,boil,0.058,sow,0.031
clamber,0.183,depose,0.054,riot,0.058,release,0.117,write,0.032,migrate,0.153,refrain,0.128,gravel,0.011,cry,0.058,throb,0.031
hire,0.182,silver,0.054,chuckle,0.058,sneer,0.117,effect,0.032,sail,0.153,extort,0.128,hollow,0.011,sole,0.058,contest,0.031
spy,0.182,brood,0.054,mock,0.058,compliment,0.117,exempt,0.032,twinkle,0.153,scramble,0.128,relapse,0.011,covet,0.058,wan,0.031
key,0.182,stud,0.054,abstain,0.058,extend,0.117,prowl,0.032,possess,0.153,transpire,0.128,deafen,0.011,discipline,0.058,determine,0.031
realize,0.182,reprint,0.054,vow,0.058,increase,0.117,conspire,0.032,mourn,0.153,oblige,0.127,foster,0.011,keep,0.058,prolong,0.031
emanate,0.182,admit,0.054,gun,0.058,welsh,0.117,escort,0.032,startle,0.153,cluster,0.127,borrow,0.011,quote,0.058,redeem,0.031
curl,0.182,rent,0.054,spell,0.058,conspire,0.117,endeavor,0.032,bristle,0.153,behold,0.127,lapse,0.011,massacre,0.058,prosecute,0.031
wrinkle,0.182,copper,0.054,authorize,0.058,scourge,0.117,direct,0.032,deserve,0.153,combine,0.127,vault,0.011,shout,0.057,engrave,0.031
occur,0.181,insinuate,0.054,connect,0.058,sparkle,0.117,squire,0.032,acquire,0.153,till,0.127,bowl,0.011,entrust,0.057,distinguish,0.031
lag,0.181,spur,0.054,avoid,0.058,gallop,0.117,purpose,0.032,pal,0.152,pinch,0.127,church,0.011,mingle,0.057,succumb,0.031
violate,0.181,bowl,0.054,officiate,0.058,caress,0.117,associate,0.032,reprint,0.152,lighten,0.127,redeem,0.010,confront,0.057,blush,0.031
injure,0.181,carve,0.054,revolt,0.058,envelop,0.117,ridge,0.032,distrust,0.152,satisfy,0.127,wave,0.010,tempt,0.057,engender,0.031
poison,0.181,refresh,0.054,imply,0.058,condemn,0.117,ding,0.032,ascend,0.152,poison,0.127,heap,0.010,help,0.057,expense,0.031
rage,0.181,dispense,0.054,shiver,0.058,repeat,0.117,aim,0.032,edit,0.152,sole,0.126,ferry,0.010,thank,0.057,commit,0.031
sober,0.181,assail,0.054,exchange,0.058,announce,0.117,replace,0.032,marshal,0.152,confer,0.126,acknowledge,0.010,rejoin,0.057,flee,0.031
agitate,0.181,exclaim,0.054,serve,0.058,brood,0.117,accuse,0.032,massacre,0.152,involve,0.126,stave,0.010,ascend,0.057,race,0.031
bolt,0.181,dawn,0.054,prolong,0.058,chant,0.117,pause,0.032,comment,0.152,bargain,0.126,debase,0.010,situate,0.057,fin,0.031
fool,0.181,quiver,0.054,trail,0.058,seed,0.117,capture,0.032,agree,0.152,tolerate,0.126,feast,0.010,insist,0.057,surmise,0.031
nod,0.181,imitate,0.054,stop,0.058,roar,0.117,article,0.032,lace,0.152,partake,0.126,relate,0.010,trot,0.057,induce,0.031
dam,0.180,smooth,0.054,hurl,0.058,suspect,0.117,relieve,0.032,decline,0.151,chamber,0.126,contrast,0.010,tread,0.057,contrast,0.030
article,0.180,cough,0.054,start,0.058,regret,0.117,extort,0.032,officiate,0.151,acquit,0.126,instruct,0.010,bargain,0.057,pluck,0.030
decrease,0.180,intrude,0.054,prey,0.058,nestle,0.117,use,0.032,tramp,0.151,reform,0.126,flicker,0.010,soothe,0.057,emit,0.030
prejudice,0.180,hesitate,0.054,pursue,0.058,contend,0.117,cough,0.032,charge,0.151,chuckle,0.126,snow,0.010,skirmish,0.057,saw,0.030
discontent,0.180,learn,0.054,spill,0.058,afford,0.117,mock,0.032,withdraw,0.151,subside,0.126,japan,0.010,fowl,0.057,scour,0.030
flank,0.180,condescend,0.053,murder,0.057,deprecate,0.117,chase,0.032,expel,0.151,testify,0.126,entrance,0.010,perch,0.057,welcome,0.030
bud,0.180,confess,0.053,annex,0.057,term,0.117,farm,0.032,berth,0.151,praise,0.126,compromise,0.010,accommodate,0.057,indulge,0.030
clothe,0.180,dismiss,0.053,enclose,0.057,canton,0.116,devise,0.032,host,0.151,faint,0.126,bake,0.009,stipulate,0.057,recover,0.030
originate,0.180,exterminate,0.053,breeze,0.057,ridicule,0.116,accumulate,0.032,gild,0.150,summon,0.126,deter,0.009,absent,0.057,migrate,0.030
tenant,0.179,muster,0.053,dazzle,0.057,unite,0.116,screw,0.032,flee,0.150,boom,0.126,dare,0.009,devil,0.057,muster,0.030
intend,0.179,lace,0.053,rattle,0.057,whitewash,0.116,chalk,0.032,reef,0.150,export,0.126,spare,0.009,pal,0.057,rebel,0.030
hoist,0.179,root,0.053,educate,0.057,scribe,0.116,invest,0.032,hook,0.150,command,0.126,doom,0.009,devour,0.057,rat,0.030
quarter,0.179,soar,0.053,subject,0.057,prowl,0.116,substitute,0.031,peer,0.150,hire,0.126,commit,0.009,preach,0.057,learn,0.030
command,0.179,clatter,0.053,scale,0.057,promise,0.116,recite,0.031,spoil,0.150,swamp,0.126,recount,0.009,woo,0.057,bush,0.030
devote,0.179,beat,0.053,contrast,0.057,fascinate,0.116,steamer,0.031,captain,0.150,ding,0.126,praise,0.009,war,0.057,damp,0.030
flit,0.179,subside,0.053,sprinkle,0.057,compare,0.116,cotton,0.031,amend,0.150,reduce,0.126,tenant,0.009,extract,0.057,levy,0.030
retire,0.179,bequeath,0.053,sympathize,0.057,reinstate,0.116,lodge,0.031,hush,0.150,arouse,0.126,drive,0.009,stroke,0.057,displace,0.030
slat,0.179,envy,0.053,yearn,0.057,scotch,0.116,convict,0.031,prove,0.149,idle,0.126,commemorate,0.009,revoke,0.057,soar,0.030
substitute,0.179,enrich,0.053,pierce,0.057,usurp,0.116,persevere,0.031,impeach,0.149,ruffle,0.126,afford,0.009,temper,0.057,ridicule,0.030
rein,0.179,consist,0.053,wave,0.057,tenant,0.116,ferry,0.031,verge,0.149,brace,0.126,discipline,0.009,clash,0.057,substitute,0.030
charge,0.178,revel,0.053,show,0.057,inherit,0.116,rivet,0.031,commemorate,0.149,stable,0.126,recruit,0.009,crook,0.057,career,0.030
bribe,0.178,thwart,0.053,verse,0.057,writhe,0.116,trust,0.031,cough,0.149,oppress,0.125,park,0.008,admire,0.057,reclaim,0.030
tack,0.178,discount,0.053,bush,0.057,advise,0.116,whisper,0.031,visit,0.149,dignify,0.125,elicit,0.008,reelect,0.057,furrow,0.030
prolong,0.178,officiate,0.053,convict,0.057,pierce,0.116,rebel,0.031,facilitate,0.149,excuse,0.125,repent,0.008,crave,0.057,bless,0.030
slight,0.178,reclaim,0.053,eagle,0.057,relapse,0.116,accompany,0.031,repeat,0.149,reserve,0.125,fight,0.008,convey,0.057,peep,0.030
trample,0.178,quarter,0.053,admire,0.057,blot,0.116,levy,0.031,bid,0.149,pledge,0.125,betroth,0.008,celebrate,0.056,felt,0.030
depend,0.178,yearn,0.053,shock,0.057,occur,0.116,introduce,0.031,decompose,0.149,modify,0.125,cleave,0.008,bronze,0.056,welsh,0.030
form,0.177,penetrate,0.053,rifle,0.057,rank,0.116,heave,0.031,surrender,0.149,curtain,0.125,decrease,0.008,abolish,0.056,quarry,0.030
confirm,0.177,vindicate,0.053,drive,0.057,digest,0.115,addict,0.031,prize,0.148,apprehend,0.125,horn,0.008,assent,0.056,imprison,0.030
harden,0.177,indulge,0.052,plunder,0.057,fool,0.115,advertise,0.031,raid,0.148,deny,0.125,raid,0.008,extort,0.056,undulate,0.030
bob,0.177,agitate,0.052,clamber,0.057,surpass,0.115,assign,0.031,defend,0.148,tat,0.125,predominate,0.008,encourage,0.056,obliterate,0.030
gin,0.177,serve,0.052,side,0.057,evacuate,0.115,fathom,0.031,dazzle,0.148,ascend,0.125,tack,0.008,oppress,0.056,slight,0.030
blaze,0.177,arise,0.052,halt,0.057,baffle,0.115,sparkle,0.031,dam,0.148,reckon,0.125,arrange,0.008,remain,0.056,classify,0.030
sing,0.177,lord,0.052,brew,0.057,taper,0.115,remain,0.031,imply,0.148,peer,0.125,reform,0.008,overcome,0.056,insist,0.030
overpower,0.177,sigh,0.052,raid,0.057,vex,0.115,quarry,0.031,compromise,0.148,unite,0.124,rescue,0.008,remit,0.056,command,0.030
shipwreck,0.177,entitle,0.052,overhang,0.057,cleave,0.115,diminish,0.031,snake,0.148,cultivate,0.124,wind,0.008,subject,0.056,keep,0.030
burst,0.177,din,0.052,redeem,0.057,garden,0.115,embroider,0.031,clench,0.148,rat,0.124,apprehend,0.008,infuse,0.056,scheme,0.030
cock,0.177,toll,0.052,coke,0.057,surmise,0.115,revoke,0.031,lounge,0.148,endorse,0.124,establish,0.008,whiten,0.056,flock,0.030
inspire,0.177,patch,0.052,mangle,0.057,ding,0.115,slide,0.031,shudder,0.148,overthrow,0.124,accuse,0.008,pledge,0.056,refer,0.030
vein,0.176,bid,0.052,rub,0.057,shout,0.115,construct,0.031,wake,0.147,well,0.124,ornament,0.008,wail,0.056,strain,0.030
twinkle,0.176,heed,0.052,appear,0.057,reprint,0.115,mix,0.031,grey,0.147,grade,0.124,shrink,0.008,command,0.056,verge,0.030
toll,0.176,manifest,0.052,sole,0.057,refresh,0.115,attend,0.031,persevere,0.147,smite,0.124,collapse,0.007,spur,0.056,breeze,0.030
fare,0.176,gin,0.052,register,0.057,provide,0.115,banish,0.031,equal,0.147,exterminate,0.124,divide,0.007,precede,0.056,enlighten,0.030
excel,0.176,invade,0.052,aim,0.056,restructure,0.115,encourage,0.031,deform,0.147,tone,0.124,clasp,0.007,abstract,0.056,effect,0.030
linger,0.176,announce,0.052,forge,0.056,indent,0.115,abhor,0.031,japan,0.147,encourage,0.124,brown,0.007,charge,0.056,nestle,0.030
host,0.176,will,0.052,refund,0.056,redouble,0.114,rise,0.031,liberate,0.146,falter,0.124,fortify,0.007,startle,0.056,ride,0.030
excuse,0.176,power,0.052,fly,0.056,infuse,0.114,admire,0.031,believe,0.146,slat,0.124,spirit,0.007,eagle,0.056,gentle,0.030
administer,0.176,abhor,0.052,plot,0.056,rejoice,0.114,forbid,0.031,restore,0.146,totter,0.124,expect,0.007,plunder,0.056,refresh,0.030
neighbor,0.176,establish,0.052,carpet,0.056,dwindle,0.114,hay,0.031,review,0.146,saturate,0.124,forecast,0.007,moon,0.056,embark,0.029
close,0.176,advantage,0.052,experience,0.056,return,0.114,discharge,0.031,privilege,0.146,ram,0.123,state,0.007,manufacture,0.056,overcome,0.029
total,0.176,participate,0.052,apply,0.056,exploit,0.114,steal,0.031,imagine,0.146,plat,0.123,grade,0.007,praise,0.056,molest,0.029
reserve,0.175,sling,0.052,translate,0.056,frank,0.114,marvel,0.031,adopt,0.146,perch,0.123,yield,0.007,moonlight,0.056,shun,0.029
subside,0.175,condemn,0.052,vein,0.056,mine,0.114,pass,0.031,deny,0.146,engrave,0.123,harvest,0.007,elect,0.056,scout,0.029
confuse,0.175,detect,0.052,eat,0.056,humble,0.114,castle,0.030,mine,0.146,tax,0.123,scorch,0.007,stave,0.056,undergo,0.029
guess,0.175,pry,0.052,station,0.056,coincide,0.114,haunt,0.030,recognize,0.145,ransom,0.123,refresh,0.007,repeat,0.056,narrate,0.029
dilute,0.175,droop,0.052,train,0.056,curse,0.114,pound,0.030,subject,0.145,brighten,0.123,madden,0.007,bribe,0.056,soothe,0.029
intersect,0.175,tramp,0.052,bird,0.056,charge,0.114,grant,0.030,quarry,0.145,obliterate,0.123,reinforce,0.007,account,0.056,pierce,0.029
dispatch,0.175,undertake,0.052,concentrate,0.056,bound,0.114,extinguish,0.030,stab,0.145,chant,0.123,deny,0.007,lace,0.055,fare,0.029
seed,0.175,advance,0.052,prosecute,0.056,crest,0.114,scruple,0.030,revel,0.145,solicit,0.123,dine,0.007,canton,0.055,imagine,0.029
continue,0.175,faint,0.052,build,0.056,discount,0.114,hear,0.030,shelve,0.145,decompose,0.123,extricate,0.007,kindle,0.055,mount,0.029
withhold,0.175,enter,0.052,skip,0.056,hesitate,0.114,dress,0.030,dilate,0.145,gentle,0.123,summon,0.007,dilate,0.055,know,0.029
dissent,0.175,variegate,0.052,leap,0.056,hope,0.114,create,0.030,retake,0.145,gin,0.123,hay,0.007,quell,0.055,jar,0.029
free,0.174,moderate,0.052,reappear,0.056,provoke,0.113,comply,0.030,coin,0.145,hollow,0.123,enchant,0.007,hate,0.055,lull,0.029
dare,0.174,banish,0.052,prepare,0.056,chill,0.113,character,0.030,vacate,0.145,diffuse,0.123,overrun,0.007,limp,0.055,castle,0.029
bargain,0.174,disorder,0.052,draft,0.056,beckon,0.113,garrison,0.030,verse,0.145,imply,0.122,strain,0.007,ridicule,0.055,multiply,0.029
